r	g	b	lstr
200	200	200	56130722_Ralstonia_pMOL30_hypothetical_protein
200	200	200	56130752_Ralstonia_pMOL30_putative_nickel_and_cobalt_resistance_protein
200	200	200	56130753_Ralstonia_pMOL30_putative_nickel_and_cobalt_resistance_protein
200	200	200	56130754_Ralstonia_pMOL30_nreB_protein
200	200	200	56130761_Ralstonia_pMOL30_silver_efflux_protein
200	200	200	56130780_Ralstonia_pMOL30_two_component_response_transcription_regulator
255	0	0	10957571_Chlamydia_pMoPn_virulence_plasmid_ParA_family_protein_pGP5-D
0	0	255	24376361_Shewanella_pMR-1_CzcA_family_heavy_metal_efflux_protein
255	0	0	170745073_Methylobacterium_pMRAD01_integral_membrane_sensor_hybrid_histidin
255	0	0	170745084_Methylobacterium_pMRAD01_ABC_transporter_related
255	0	0	170745095_Methylobacterium_pMRAD01_ABC_transporter_related
255	0	0	170745109_Methylobacterium_pMRAD01_ABC_transporter_related
255	0	0	170745120_Methylobacterium_pMRAD01_ABC_transporter_related
255	0	0	170745121_Methylobacterium_pMRAD01_ABC_transporter_related
255	0	0	170745144_Methylobacterium_pMRAD01_ABC_transporter_related
255	0	0	170745191_Methylobacterium_pMRAD01_type_I_secretion_system_ATPase
255	0	0	170745296_Methylobacterium_pMRAD01_ABC_transporter_related
255	0	0	170745380_Methylobacterium_pMRAD01_ABC_transporter_related
255	0	0	170745389_Methylobacterium_pMRAD01_ABC_transporter_related
255	0	0	170745390_Methylobacterium_pMRAD01_ABC_transporter_related
255	0	0	170745424_Methylobacterium_pMRAD01_ABC_transporter_related
255	0	0	170745430_Methylobacterium_pMRAD01_ABC_transporter_related
255	0	0	170745452_Methylobacterium_pMRAD01_PAS/PAC_sensor_hybrid_histidine_kinase
255	0	0	170745483_Methylobacterium_pMRAD01_integral_membrane_sensor_hybrid_histidin
255	0	0	170752195_Methylobacterium_pMRAD05_cobyrinic_acid_ac-diamide_synthase
255	0	0	170745630_Methylobacterium_pMRAD06_type_I_secretion_system_ATPase
255	0	0	10957146_Lactococcus_pMRC01_cytolysin_B_transport_protein
255	0	0	40804642_Actinobacillus_pMS260_sulfonamide-resistant_dihydropteroate_synthase
255	0	0	40804643_Actinobacillus_pMS260_aminoglycoside_phosphotransferase
255	0	0	40804644_Actinobacillus_pMS260_aminoglycoside_phosphotransferase
255	0	0	113706748_Escherichia_pMUR050_aminoglycoside_resistance_protein
255	0	0	113706749_Escherichia_pMUR050_LinF
255	0	0	113706751_Escherichia_pMUR050_aminoglycoside_resistance_protein
255	0	0	113706752_Escherichia_pMUR050_remnants_of_quarternary_ammonium_compounds
255	0	0	113706753_Escherichia_pMUR050_dihydropteroate_synthase
255	0	0	113706757_Escherichia_pMUR050_macrolide_efflux_protein
255	0	0	113706758_Escherichia_pMUR050_hypothetical_protein
255	0	0	113706759_Escherichia_pMUR050_hypothetical_protein
255	0	0	113706762_Escherichia_pMUR050_aminoglycoside_phosphotransferase
255	0	0	161722696_Streptococcus_pMV158_hypothetical_protein
200	200	200	18875440_Mannheimia_pMVSCS1_dihydropteroate_synthase
200	200	200	18875441_Mannheimia_pMVSCS1_chloramphenicol_acetyltransferase
200	200	200	18875442_Mannheimia_pMVSCS1_streptomycin_3'-phosphotransferase
255	0	0	32470368_Staphylococcus_pMW2_beta-lactamase
255	0	0	32470373_Staphylococcus_pMW2_ABC_transporter_ATP-binding_protein
255	0	0	16119210_Staphylococcus_pN315_beta-lactamase
255	0	0	16119222_Staphylococcus_pN315_hypothetical_protein
34	139	34	54027673_Nocardia_pNF1_putative_transporter
34	139	34	54027683_Nocardia_pNF1_putative_transporter
34	139	34	54027708_Nocardia_pNF1_putative_transporter
34	139	34	54027729_Nocardia_pNF1_putative_transporter
34	139	34	54027735_Nocardia_pNF1_putative_ABC_transporter_ATP-binding_protein
34	139	34	54027842_Nocardia_pNF2_putative_transporter
255	0	0	17158058_Corynebacterium_pNGA2_aminoglycoside_3'-phosphotransferase
255	0	0	16519755_Rhizobium_pNGR234a_Y4gM
255	0	0	16519762_Rhizobium_pNGR234a_nodulation_factor_exporter_subunit_NodI
255	0	0	16519866_Rhizobium_pNGR234a_NodS
255	0	0	16519954_Rhizobium_pNGR234a_Y4tH
255	0	0	227818416_Rhizobium_pNGR234b_putative_ABC_transporter_component
255	0	0	227818436_Rhizobium_pNGR234b_predicted_ABC_transporter
255	0	0	227818500_Rhizobium_pNGR234b_putative_ABC_transporter_component
255	0	0	227818545_Rhizobium_pNGR234b_putative_major_facilitator_family_transporter
255	0	0	227818563_Rhizobium_pNGR234b_putative_ABC_transporter_nucleotide_bindin
255	0	0	227818591_Rhizobium_pNGR234b_probable_transmembrane_efflux_protein
255	0	0	227818597_Rhizobium_pNGR234b_predicted_HisP
255	0	0	227818610_Rhizobium_pNGR234b_predicted_PotA
255	0	0	227818623_Rhizobium_pNGR234b_chemotaxis_protein_CheA
255	0	0	227818634_Rhizobium_pNGR234b_predicted_TauB
255	0	0	227818650_Rhizobium_pNGR234b_predicted_MalK
255	0	0	227818700_Rhizobium_pNGR234b_putative_D-isomer_specific_2-hydroxyaci
255	0	0	227818839_Rhizobium_pNGR234b_predicted_ABC-type_polar_amino_acid_transpor
255	0	0	227818863_Rhizobium_pNGR234b_putative_ATPase_component_of_various_ABC-typ
255	0	0	227818912_Rhizobium_pNGR234b_predicted_ATPase_component_of_various_ABC-typ
255	0	0	227818921_Rhizobium_pNGR234b_glutamine_transporter
255	0	0	227819020_Rhizobium_pNGR234b_two-component_transcriptional_regulator
255	0	0	227819090_Rhizobium_pNGR234b_putative_heavy_metal_efflux_pump
255	0	0	227819161_Rhizobium_pNGR234b_precited_lipid_A_export_ATP-binding/permeas
255	0	0	227819294_Rhizobium_pNGR234b_AttA1-like_ABC_transporter
255	0	0	227819325_Rhizobium_pNGR234b_putative_ABC_transporter_ATP-binding_protein
255	0	0	227819359_Rhizobium_pNGR234b_putative_ATP-binding_component_of_AB
255	0	0	227819404_Rhizobium_pNGR234b_sulfate_ABC_transporter
255	0	0	227819484_Rhizobium_pNGR234b_response_regulator_in_two-component_regulator
255	0	0	227819497_Rhizobium_pNGR234b_probable_branched-chain_amino_acid_AB
255	0	0	227819498_Rhizobium_pNGR234b_probable_branched-chain_amino_acid_AB
255	0	0	227819567_Rhizobium_pNGR234b_phosphonates_import_ATP-binding_protein_PhnC
255	0	0	227819605_Rhizobium_pNGR234b_ATP-binding_protein_of_ABC_transporter
255	0	0	227819610_Rhizobium_pNGR234b_ABC_oligopeptide_transporter
255	0	0	227819628_Rhizobium_pNGR234b_two_component
255	0	0	227819637_Rhizobium_pNGR234b_putative_ATP-binding_component_of_a_transpor
255	0	0	227819642_Rhizobium_pNGR234b_putative_two-component_response_regulator
255	0	0	227819687_Rhizobium_pNGR234b_sulfate/thiosulfate_import_ATP-binding_protei
255	0	0	227819691_Rhizobium_pNGR234b_putative_sensor-regulator_protein
255	0	0	227819702_Rhizobium_pNGR234b_ABC_transporter
255	0	0	227819751_Rhizobium_pNGR234b_nitrate_transporter_ATPase_component_NrtC
255	0	0	227819819_Rhizobium_pNGR234b_predicted_transporter_protein
255	0	0	227819853_Rhizobium_pNGR234b_probable_two-component_response_regulato
255	0	0	227819854_Rhizobium_pNGR234b_probable_efflux_cation_transporter_protein
255	0	0	227819855_Rhizobium_pNGR234b_putative_ACR/RND_family_transmembran
255	0	0	227819875_Rhizobium_pNGR234b_ABC_transporter
255	0	0	227819894_Rhizobium_pNGR234b_formyltetrahydrofolate_deformylase
255	0	0	227819930_Rhizobium_pNGR234b_putative_ABC-transporter_ATP-binding_protein
255	0	0	227819940_Rhizobium_pNGR234b_formyltetrahydrofolate_deformylase
255	0	0	227819995_Rhizobium_pNGR234b_putative_Taurine_ABC_transporter
255	0	0	227820036_Rhizobium_pNGR234b_ABC_transporter_ATP-binding_protein
255	0	0	227820054_Rhizobium_pNGR234b_ABC_transporter
255	0	0	227820261_Rhizobium_pNGR234b_putative_transmembrane_MFS_family_transporter
255	0	0	227820335_Rhizobium_pNGR234b_putative_acetyltransferase
255	0	0	227820362_Rhizobium_pNGR234b_multidrug_resistance_protein_A
255	0	0	227820380_Rhizobium_pNGR234b_putative_ATP-binding_component_of_AB
255	0	0	227820411_Rhizobium_pNGR234b_two_component_sensor_kinase
255	0	0	227820412_Rhizobium_pNGR234b_probable_two-component_response_regulato
255	0	0	227820416_Rhizobium_pNGR234b_DctD
255	0	0	227820421_Rhizobium_pNGR234b_putative_ATP-binding_component_of_a_transpor
255	0	0	227820461_Rhizobium_pNGR234b_putative_ABC_transporter
255	0	0	227820503_Rhizobium_pNGR234b_putative_two-component_hybrid_sensor_an
255	0	0	227820558_Rhizobium_pNGR234b_GlnQ
34	139	34	146275719_Novosphingobium_pNL2_GAF_sensor_hybrid_histidine_kinase
34	139	34	146275720_Novosphingobium_pNL2_PAS/PAC_sensor_hybrid_histidine_kinase
34	139	34	146275725_Novosphingobium_pNL2_hypothetical_protein
34	139	34	146275809_Novosphingobium_pNL2_ABC_transporter_related
34	139	34	146275895_Novosphingobium_pNL2_hypothetical_protein
34	139	34	146276007_Novosphingobium_pNL2_response_regulator_receiver_protein
200	200	200	56707106_Streptomyces_pNO33_putative_partitioning_protein
255	255	0	119714239_Nocardioides_pNOCA01_ABC_transporter_related
34	139	34	186686748_Nostoc_pNPUN01_ABC_transporter_related
34	139	34	186686757_Nostoc_pNPUN01_cobyrinic_acid_a
34	139	34	186686810_Nostoc_pNPUN01_ABC_transporter_related
34	139	34	186686811_Nostoc_pNPUN01_ABC_transporter_related
34	139	34	186686849_Nostoc_pNPUN01_response_regulator_receiver_sensor_signa
34	139	34	186686850_Nostoc_pNPUN01_multi-sensor_hybrid_histidine_kinase
34	139	34	186686854_Nostoc_pNPUN01_integral_membrane_sensor_signal_transductio
34	139	34	186686856_Nostoc_pNPUN01_GAF_sensor_signal_transduction_histidine_kinase
34	139	34	186687098_Nostoc_pNPUN02_ABC_transporter_related
34	139	34	186687099_Nostoc_pNPUN02_ABC_transporter_related
34	139	34	186687167_Nostoc_pNPUN02_major_facilitator_transporter
34	139	34	186687169_Nostoc_pNPUN02_two_component_transcriptional_regulator
34	139	34	186687174_Nostoc_pNPUN02_two_component_LuxR_family_transcriptiona
34	139	34	186687223_Nostoc_pNPUN02_histidine_kinase
34	139	34	186686721_Nostoc_pNPUN03_cobyrinic_acid_a
34	139	34	186687036_Nostoc_pNPUN04_putative_PAS/PAC_sensor_protein
34	139	34	186686663_Nostoc_pNPUN05_cobyrinic_acid_a
255	255	0	190015935_Rhodococcus_pNSL1_ParA
255	0	0	28261695_Staphylococcus_pNVH01_multidrug_efflux_protein
255	0	0	73853297_Escherichia_pO113_hemolysin_B
255	0	0	10955284_Escherichia_pO157Saka_hemolysin_B
255	0	0	75994495_Escherichia_pO157_hemolysin_transport_protein
255	0	0	226200963_Escherichia_pO26-Vir_hemolysin_transport_protein
255	0	0	219586078_Escherichia_pO26I_tetracycline_resistance_protein_A
255	0	0	209546451_Rhizobium_pRLG201_two_component_transcriptional_regulator
255	0	0	209546550_Rhizobium_pRLG201_nitrate_ABC_transporter
255	0	0	209546598_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209546608_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209546623_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209546661_Rhizobium_pRLG201_two_component_transcriptional_regulator
255	0	0	209546662_Rhizobium_pRLG201_integral_membrane_sensor_signal_transductio
255	0	0	209546708_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209546740_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209546762_Rhizobium_pRLG201_plasmid_partitioning_protein_RepA
255	0	0	209546794_Rhizobium_pRLG201_excinuclease_ABC
255	0	0	209546834_Rhizobium_pRLG201_spermidine/putrescine_ABC_transporter_ATPas
255	0	0	209546899_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209546928_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209546965_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209547002_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209547036_Rhizobium_pRLG201_spermidine/putrescine_ABC_transporter_ATPas
255	0	0	209547052_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209547082_Rhizobium_pRLG201_nodulation_factor_exporter_subunit_NodI
255	0	0	209547103_Rhizobium_pRLG201_small_multidrug_resistance_protein
255	0	0	209547108_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209547160_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209547224_Rhizobium_pRLG201_multi-sensor_hybrid_histidine_kinase
255	0	0	209547235_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209547247_Rhizobium_pRLG201_response_regulator_receiver_protein
255	0	0	209547305_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209547344_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209547380_Rhizobium_pRLG201_beta-lactamase_domain_protein
255	0	0	209547395_Rhizobium_pRLG201_GAF_sensor_hybrid_histidine_kinase
255	0	0	209547406_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209547422_Rhizobium_pRLG201_polar_amino_acid_ABC_transporter
255	0	0	209547510_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209547513_Rhizobium_pRLG201_ectoine/hydroxyectoine_ABC_transporter
255	0	0	209547538_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209547562_Rhizobium_pRLG201_polar_amino_acid_ABC_transporter
255	0	0	209547590_Rhizobium_pRLG201_ABC_transporter_related
255	0	0	209547610_Rhizobium_pRLG201_acriflavin_resistance_protein
255	0	0	209547611_Rhizobium_pRLG201_efflux_transporter
255	0	0	209546071_Rhizobium_pRLG202_ABC_transporter_related
255	0	0	209546142_Rhizobium_pRLG202_ABC_transporter_related
255	0	0	209546199_Rhizobium_pRLG202_ABC_transporter_related
255	0	0	209546204_Rhizobium_pRLG202_ABC_transporter_related
255	0	0	209546205_Rhizobium_pRLG202_ABC_transporter_related
255	0	0	209546223_Rhizobium_pRLG202_two_component_transcriptional_regulator
255	0	0	209546229_Rhizobium_pRLG202_sulfate_ABC_transporter
255	0	0	209546285_Rhizobium_pRLG202_ABC_transporter_related
255	0	0	209546300_Rhizobium_pRLG202_ABC_transporter_related
255	0	0	209546327_Rhizobium_pRLG202_ABC_transporter_related
255	0	0	209546374_Rhizobium_pRLG202_ABC_transporter_related
255	0	0	209551960_Rhizobium_pRLG203_ABC_transporter_related
255	0	0	209552094_Rhizobium_pRLG203_ABC_transporter_related
255	0	0	209552107_Rhizobium_pRLG203_ABC_transporter_related
255	0	0	209552185_Rhizobium_pRLG203_ABC_transporter_related
255	0	0	209552254_Rhizobium_pRLG204_NAD-dependent_epimerase/dehydratase
255	0	0	209552326_Rhizobium_pRLG204_secretion_protein_HlyD_family_protein
255	0	0	209552342_Rhizobium_pRLG204_major_facilitator_superfamily_MFS_1
255	0	0	209552357_Rhizobium_pRLG204_ABC_transporter_related
255	0	0	209552364_Rhizobium_pRLG204_ABC_transporter_related
255	255	0	226349418_Rhodococcus_pROB01_putative_two-component_histidine_kinase
255	255	0	226349422_Rhodococcus_pROB01_putative_ABC_transporter_ATP-binding_protein
255	255	0	226349426_Rhodococcus_pROB01_putative_OmpR_family_two-component_respons
255	255	0	226349447_Rhodococcus_pROB01_putative_MFS_transporter
255	255	0	226349464_Rhodococcus_pROB01_hypothetical_protein
255	255	0	226349471_Rhodococcus_pROB01_putative_two-component_histidine_kinase
255	255	0	226349472_Rhodococcus_pROB01_putative_OmpR_family_two-component_respons
255	255	0	226349486_Rhodococcus_pROB01_putative_ABC_transporter_ATP-binding_protein
255	255	0	226349508_Rhodococcus_pROB01_putative_ironIII)_ABC_transporter_ATP-bindin
255	255	0	226349543_Rhodococcus_pROB01_putative_ABC_transporter_ATP-binding_protein
255	255	0	226349544_Rhodococcus_pROB01_putative_ABC_transporter_ATP-binding_protein
255	255	0	226349564_Rhodococcus_pROB01_putative_MFS_transporter
255	255	0	226349582_Rhodococcus_pROB01_two-component_histidine_kinase
255	255	0	226349583_Rhodococcus_pROB01_OmpR_family_two-component_response_regulator
255	255	0	226349663_Rhodococcus_pROB01_putative_MFS_transporter
255	255	0	226349715_Rhodococcus_pROB01_putative_transcriptional_regulator
34	139	34	187930859_Ralstonia_pRPIC01_two_component_transcriptional_regulator
200	200	200	221218205_Rhodobacter_pRSKD131A_AABC_amino_acid_transporter
200	200	200	221218208_Rhodobacter_pRSKD131A_ABC_sugar_transporter
200	200	200	221218229_Rhodobacter_pRSKD131A_spermidine/putrescine_transport_syste
200	200	200	221218238_Rhodobacter_pRSKD131A_ABC_sugar_transporter
200	200	200	221218249_Rhodobacter_pRSKD131A_Major_facilitator_superfamily
200	200	200	221218252_Rhodobacter_pRSKD131A_ATPase
200	200	200	221218265_Rhodobacter_pRSKD131A_ABC_transporter
200	200	200	221218266_Rhodobacter_pRSKD131A_Oligopeptide/dipeptide_ABC_transporter
200	200	200	221218314_Rhodobacter_pRSKD131A_NosF
200	200	200	221218319_Rhodobacter_pRSKD131A_two_component_transcriptional_regulator
200	200	200	221218333_Rhodobacter_pRSKD131A_ABC_branched_chain_amino_acid_transporter
200	200	200	221634556_Rhodobacter_pRSKD131B_NAD-dependent_epimerase/dehydratase
200	200	200	221634576_Rhodobacter_pRSKD131B_dTDP-glucose_4
200	200	200	221634583_Rhodobacter_pRSKD131B_ABC_transporter_related
200	200	200	221634590_Rhodobacter_pRSKD131B_ABC_Sulfate/Molybdate_transporter
200	200	200	146279201_Rhodobacter_pRSPA01_hypothetical_protein
200	200	200	146279247_Rhodobacter_pRSPA01_hypothetical_protein
200	200	200	146279285_Rhodobacter_pRSPA01_hypothetical_protein
200	200	200	146279295_Rhodobacter_pRSPA01_hypothetical_protein
200	200	200	146279302_Rhodobacter_pRSPA01_ABC_transporter_related
200	200	200	146279303_Rhodobacter_pRSPA01_hypothetical_protein
200	200	200	146279304_Rhodobacter_pRSPA01_acetamidase/formamidase
200	200	200	146279313_Rhodobacter_pRSPA01_glycerol-3-phosphate_transporter_ATP-bindin
200	200	200	146279321_Rhodobacter_pRSPA01_ABC_transporter_related
200	200	200	146279322_Rhodobacter_pRSPA01_ABC-type_branched-chain_amino_acid_transpor
200	200	200	146279329_Rhodobacter_pRSPA01_hypothetical_protein
200	200	200	146279362_Rhodobacter_pRSPA01_hypothetical_protein
200	200	200	146279407_Rhodobacter_pRSPA01_hypothetical_protein
200	200	200	146279593_Rhodobacter_pRSPA01_hypothetical_protein
200	200	200	146279652_Rhodobacter_pRSPA01_hypothetical_protein
200	200	200	146279657_Rhodobacter_pRSPA01_hypothetical_protein
200	200	200	146279660_Rhodobacter_pRSPA01_hypothetical_protein
200	200	200	146279695_Rhodobacter_pRSPA01_histidine_kinase_A_domain-containing_protein
200	200	200	146279760_Rhodobacter_pRSPA01_hypothetical_protein
200	200	200	146279765_Rhodobacter_pRSPA01_hypothetical_protein
200	200	200	146279787_Rhodobacter_pRSPA01_response_regulator_receiver_protein
200	200	200	146279789_Rhodobacter_pRSPA01_hypothetical_protein
200	200	200	146279793_Rhodobacter_pRSPA01_transposase
200	200	200	146279867_Rhodobacter_pRSPA01_hypothetical_protein
200	200	200	146279933_Rhodobacter_pRSPA01_glyoxalase/bleomycin_resistanc
200	200	200	146279957_Rhodobacter_pRSPA01_ABC-type_transport_system_involved_i
200	200	200	146279967_Rhodobacter_pRSPA01_ABC_transporter_related
200	200	200	146279968_Rhodobacter_pRSPA01_hypothetical_protein
200	200	200	146279972_Rhodobacter_pRSPA01_hypothetical_protein
200	200	200	146280090_Rhodobacter_pRSPA02_hypothetical_protein
200	200	200	146280099_Rhodobacter_pRSPA02_hypothetical_protein
200	200	200	146280263_Rhodobacter_pRSPA03_hypothetical_protein
200	200	200	146280305_Rhodobacter_pRSPA03_TOBE_domain-containing_protein
200	200	200	146280325_Rhodobacter_pRSPA03_NLPA_lipoprotein
200	200	200	146280331_Rhodobacter_pRSPA03_carbonic_anhydrase
200	200	200	146280333_Rhodobacter_pRSPA03_hypothetical_protein
200	200	200	146280361_Rhodobacter_pRSPA04_TnpA_family_transposase
200	200	200	126464808_Rhodobacter_pRSPH01_ABC_transporter_related
200	200	200	126464816_Rhodobacter_pRSPH01_hypothetical_protein
200	200	200	126464833_Rhodobacter_pRSPH01_hypothetical_protein
200	200	200	126464858_Rhodobacter_pRSPH01_ABC_transporter_related
200	200	200	126464884_Rhodobacter_pRSPH01_oligopeptide/dipeptide_ABC_transporter
200	200	200	126464885_Rhodobacter_pRSPH01_oligopeptide/dipeptide_ABC_transporter
200	200	200	126464909_Rhodobacter_pRSPH01_sulfate_ABC_transporter
34	139	34	32470471_Enterococcus_pRUM_kanamycin_resistance
34	139	34	32470472_Enterococcus_pRUM_streptothricin_acetyltransferase
34	139	34	32470474_Enterococcus_pRUM_streptomycin_aminoglycoside_6-adenyltransferase
34	139	34	32470483_Enterococcus_pRUM_chloramphenicol_acetyltransferase
34	139	34	32470489_Enterococcus_pRUM_putative_soj
255	0	0	170780459_Streptococcus_pRW35_hypothetical_protein
255	0	0	42761424_Staphylococcus_pS194_ORF_str)
255	0	0	90969147_Staphylococcus_pSA1308_multi-drug_efflux_pump
255	0	0	90969158_Staphylococcus_pSA1379_beta-lactamase
255	0	0	90969167_Staphylococcus_pSA1379_efflux_protein_QacA
255	0	0	49398099_Staphylococcus_pSAS_putative_ABC_transporter_ATP_binding_protein
255	0	0	49398113_Staphylococcus_pSAS_beta-lactamase_precursor
255	0	0	41223306_Salmonella_pSC101_tetracycline_resistance_protein
255	0	0	229037898_Salmonella_pSC138_aminoglycoside_resistance_protein
255	0	0	60115518_Salmonella_pSC138_tetracycline_efflux_protein
255	0	0	60115525_Salmonella_pSC138_chloramphenicol_acetyl_transferase_II
255	0	0	60115532_Salmonella_pSC138_beta-lactamase
255	0	0	60115540_Salmonella_pSC138_aminoglycoside_3'-phosphotransferase
255	0	0	60115546_Salmonella_pSC138_aminoglycoside_resistance_protein
255	0	0	60115547_Salmonella_pSC138_ORF3-QacEdelta1_fusion_protein
255	0	0	60115548_Salmonella_pSC138_dihydropteroate_synthase
255	0	0	60115564_Salmonella_pSC138_quaternary_ammonium_compound_resistance_protein
255	0	0	60115565_Salmonella_pSC138_aminoglycoside_resistance_protein
255	0	0	60115579_Salmonella_pSC138_StrA
255	0	0	60115605_Salmonella_pSC138_SugE_protein
200	200	200	34328034_Staphylococcus_pSCFS1_rRNA_methylase
200	200	200	34328035_Staphylococcus_pSCFS1_spectinomycin_adenyl_transferase
255	0	0	75906146_Spiroplasma_pSci3_SOJ-like_transmembrane_protein
255	0	0	75906160_Spiroplasma_pSci4_SOJ-like_protein
255	0	0	75906175_Spiroplasma_pSci5_SOJ-like_protein
255	0	0	75906200_Spiroplasma_pSci6_SOJ-like_protein
0	0	255	32455992_Ruegeria_pSD20_rb119
0	0	255	32456000_Ruegeria_pSD20_rb127
0	0	255	28558906_Ruegeria_pSD25_putative_nickel_resistance_protein
0	0	255	28558921_Ruegeria_pSD25_putative_plasmid_replication_protein
0	0	255	28558925_Ruegeria_pSD25_putative_ferrichrome_ABC_transporter_ATP-bindin
0	0	255	28558935_Ruegeria_pSD25_putative_branched-chain_amino_acid_AB
0	0	255	28558941_Ruegeria_pSD25_putative_spermidine/putrescine_ABC_transporte
0	0	255	28558949_Ruegeria_pSD25_putative_putrescine_ABC_transporter_ATP-bindin
0	0	255	28558952_Ruegeria_pSD25_putative_6-aminohexanoate-dimer_hydrolase
255	0	0	32470589_Staphylococcus_pSE-12228-01_tetracycline_resistance_protein
255	0	0	32470535_Staphylococcus_pSE-12228-05_ABC_transporter
255	0	0	209921963_Escherichia_pSE11-1_tetracycline_resistance_structural_protein_TetA
255	0	0	21326197_Staphylococcus_pSepCH_ethidium_bromide_resistance_determinant
255	0	0	57854755_Staphylococcus_pSERP_beta-lactamase
255	0	0	57854762_Staphylococcus_pSERP_aminoglycoside_3'-phosphotransferase
255	0	0	57854763_Staphylococcus_pSERP_streptothricin_acetyltransferase
255	0	0	57854764_Staphylococcus_pSERP_aminoglycoside_6-adenylyltransferase
255	0	0	57854770_Staphylococcus_pSERP_ABC_transporter
255	0	0	82749774_Staphylococcus_pSES22_rRNA_methylase
255	0	0	56707115_Lactobacillus_pSF118-20_putative_plasmid_partition_protein
255	0	0	56707146_Lactobacillus_pSF118-44_putative_plasmid_partition_protein
255	0	0	56707175_Lactobacillus_pSF118-44_glycine_betaine_transporter
255	0	0	149930760_Escherichia_pSFO157_w0037
255	0	0	70724763_Sodalis_pSG1_CbrD_protein
255	0	0	70724828_Sodalis_pSG1_CbrD_protein
255	0	0	85060446_Sodalis_pSG1_achromobactin_ABC_transporter_ATP-bindin
255	0	0	68535044_Staphylococcus_pSHaeA_fosfomycin_resistance_protein_FosB
255	0	0	68535048_Staphylococcus_pSHaeB_hypothetical_protein
255	255	0	167006403_Streptomyces_pSHK1_putative_ATP-binding_protein
255	0	0	225268113_Lactobacillus_pSJ2-8_ABC_transporter_protein
255	0	0	190410144_Neisseria_pSJ5.2_TEM-1_beta_lactamase_gene
255	0	0	150375703_Staphylococcus_pSJH101_aminoglycoside_phosphotransferase
255	0	0	150375723_Staphylococcus_pSJH101_hypothetical_protein
255	0	0	148244153_Staphylococcus_pSJH901_hypothetical_protein
255	0	0	148244163_Staphylococcus_pSJH901_aminoglycoside_phosphotransferase
255	0	0	32470424_Staphylococcus_pSK41_multidrug_resistance_efflux_protein_Smr
255	0	0	32470427_Staphylococcus_pSK41_bifunctional_aminoglycoside_modifying_enzym
255	0	0	42761439_Staphylococcus_pSK639_DfrA
200	200	200	30794981_Streptomyces_pSLA2-L_putative_ABC_transporter_protein
200	200	200	30794982_Streptomyces_pSLA2-L_putative_ABC_transporter_protein
200	200	200	30794996_Streptomyces_pSLA2-L_putative_NDP-hexose_4
200	200	200	30795016_Streptomyces_pSLA2-L_putative_ABC_transporter_protein
200	200	200	30795063_Streptomyces_pSLA2-L_efflux_transporter_protein
255	0	0	63021987_Streptococcus_pSM19035_hypothetical_protein
255	0	0	63021994_Streptococcus_pSM19035_hypothetical_protein
255	0	0	63022016_Streptococcus_pSM19035_N-methyltransferase
255	255	0	150375850_Sinorhizobium_pSMED01_ectoine/hydroxyectoine_ABC_transporte
255	255	0	150375887_Sinorhizobium_pSMED01_ABC_transporter_related
255	255	0	150375897_Sinorhizobium_pSMED01_ABC_transporter_related
255	255	0	150375913_Sinorhizobium_pSMED01_response_regulator_receiver_protein
255	255	0	150375914_Sinorhizobium_pSMED01_multi-sensor_hybrid_histidine_kinase
255	255	0	150376014_Sinorhizobium_pSMED01_ABC_transporter_related
255	255	0	150376223_Sinorhizobium_pSMED01_ABC_transporter_related
255	255	0	150376285_Sinorhizobium_pSMED01_ABC_transporter_related
255	255	0	150376305_Sinorhizobium_pSMED01_ABC_transporter_related
255	255	0	150376318_Sinorhizobium_pSMED01_two_component
255	255	0	150376321_Sinorhizobium_pSMED01_response_regulator_receiver_protein
255	255	0	150376362_Sinorhizobium_pSMED01_ABC_transporter_related
255	255	0	150376363_Sinorhizobium_pSMED01_ABC_transporter_related
255	255	0	150376371_Sinorhizobium_pSMED01_hexapaptide_repeat-containing_transferase
255	255	0	150376425_Sinorhizobium_pSMED01_secretion_protein_HlyD_family_protein
255	255	0	150376537_Sinorhizobium_pSMED01_ABC_transporter_related
255	255	0	150376678_Sinorhizobium_pSMED01_sulfate_ABC_transporter
255	255	0	150376744_Sinorhizobium_pSMED01_ABC_transporter_related
255	255	0	150376802_Sinorhizobium_pSMED01_phosphonate_ABC_transporter
255	255	0	150376816_Sinorhizobium_pSMED01_ABC_transporter_related
